id_EXIST,lang,text,gold_label,predicted_label,NO_probability,YES_probability,confidence
300002,es,"@anacaotica88 @MordorLivin No me acuerdo de los detalles de GamerGate, pero ella estuvo en el ojo del huracán recibiendo acoso de hombres indignados (y sus medios frikis) y creo que también acosaron a Brianna Wu, q es transfemenino. Seguramente tuvo eso que ver y quiso ""cerrar filas"".",YES,NO,0.6046152601011934,0.39538473989880657,0.6046152601011934
300008,es,@DavidArranzVox @AnabelAlonso_of Uyyy a q huele? Apesta a xenofobia. Quién no da una es la derecha y los #ppatriotas como tú negando una realidad como la #violenciamachista y la blanquean con otro nombre.Precisamente #lamanada de San Fermín eran de los cuerpos de seguridad del Estado.¿Qué me estás contando?,YES,NO,0.5377605018653966,0.46223949813460347,0.5377605018653966
300011,es,"@Kormavov No le has dicho nada de usar el MeToo, defendiendo a Amber Heard en el juicio contra Johnny Depp. Si con eso siguen votando a Vox, es que el fascismo es incontenible.",NO,YES,0.442722899628057,0.557277100371943,0.557277100371943
300012,es,"@Puyas10 Realmente no se trata solo de JD, se trata de mostrar que la violencia no tiene género, como lo han planteado con el famoso #Metoo, no es puro pedo como leí, es mostrar que también los hombres han soportado por años el abuso doméstico.",NO,YES,0.2884904323559314,0.7115095676440686,0.7115095676440686
300015,es,"@Bruno_MGTOW @AldeanaPy no sabia que el procedimiento era difundir por twitter, no habia necesidad 0 etica profesional del policia no se justifica ninguno de los 2 casos",NO,YES,0.4836836182494435,0.5163163817505565,0.5163163817505565
300018,es,@Ds_OutOfContext Micromachismo me recuerda a cuando en South park el directo PC gritaba MICROAGRESION!,YES,NO,0.5577174775974805,0.4422825224025195,0.5577174775974805
300021,es,"@pilareyre Os ""Escandaliza"" el culo de Chanel pero no os llama la atención los chicos con el pecho desnudo o los pantalones marcapaquete... Ahí tenemos un micromachismo de manual. Gente como Beyoncé, Jlo, o Ana Torroja lo han llevado en muchos Shows no ha habido problema Evolucionen!",YES,NO,0.6371939963948354,0.36280600360516463,0.6371939963948354
300023,es,"Así que hacedme el favor de ahorraros el puto #NotAllMen porque #YesAllWomen, mamarrachos. https://t.co/c0ojjFirZl",YES,NO,0.6745741026465867,0.3254258973534133,0.6745741026465867
300034,es,"👀Argumentaban que una vez celebrado el juicio militar por acoso laboral y haberlo perdido, ya que el Capitán denunciado ha salido absuelto.Para ellos 🟢 es una sentencia demoledora y piensan que eso debería inhabilitarla para seguir ostentando ningún cargo público.#YoSiTeCreo https://t.co/nbljgqI21g",NO,YES,0.4823763085069961,0.5176236914930039,0.5176236914930039
300036,es,"Absuelto, si, pero, quién le devuelve su vida?. Cuanto daño el pvto    #YoSiTeCreo   @IreneMontero   @Adrilastra   #ComunismoEsMiseria   #presunciondeinocencia    #LaReunionSecreta https://t.co/wt5rSNo116",YES,NO,0.652481967714421,0.347518032285579,0.652481967714421
300040,es,"Si usted está pensando en votar r3chazo, le recuedo que Cecila Morel, ex primera dama, le da miedito que se deje de abusar del pueblo, por que ella dijo...“Vamos a tener que disminuir nuestros privilegios y compartir con los demás”...con que dejen de robar ya estariamos!",NO,YES,0.44110696215572853,0.5588930378442715,0.5588930378442715
300041,es,"@GestorbaMor @Ex_Combatiente No mas el comentario es, una burla para quienes lo necesitan, así como @FranciaMarquezM, quiere abusar de los necesitados, usted es una básura.",NO,YES,0.46876245511257075,0.5312375448874292,0.5312375448874292
300044,es,"@Emanuelrodguez Que no somos animales para reproducirnos sin consciencia, dejando vástagos por el mundo sin preocuparnos de lo que han de vestir, comer y recibir como educación. Una ""sobrepoblación"" de un hogar espiritual y materialmente inadecuado puede ser causa de males como el abuso sexual.",NO,YES,0.4238941516916114,0.5761058483083886,0.5761058483083886
300045,es,"ahora que me relaciono de una manera más libre y menos normativa sufro menos esas violencias sistemáticas del amor romántico, pero aún así sufro las secuelas de haber experimentado tanto abuso en el pasado",YES,NO,0.6411626366152273,0.3588373633847727,0.6411626366152273
300047,es,"Sacar a la luz políticas, prácticas, programas que tanto en presente como en pasado han tenido un impacto positivo, o que constituyen una acción positiva en la mejora de la calidad educativa. Si no conocemos de esto, cómo las desarrollamos y replicamos?",NO,YES,0.47900688362959276,0.5209931163704072,0.5209931163704072
300052,es,"El proyecto tiene como nombre “Acción empresarial en la prevención de violencia de género y acoso sexual laboral”, empezará el 24 de mayo, y pueden inscribirse de forma gratuita, todas las empresas medianas o grandes que firmen un acuerdo de compromiso https://t.co/FYCEsIWtmH",NO,YES,0.43002055075083234,0.5699794492491677,0.5699794492491677
300054,es,"@Not_TsundereZ CalvoAh diablos no me denuncies por acoso sexual 😭😭Pero fuera bromas, que tiene que ver una cosa con la otra yo tampoco entiendo nada tiene sentido https://t.co/W2ErmEVqQt",NO,YES,0.48245469295484844,0.5175453070451516,0.5175453070451516
300064,es,seguir idealizando y romantizando características sexo corporales adeptas al androcentrismo y a la masculinidad.,YES,NO,0.655897108980094,0.34410289101990604,0.655897108980094
300068,es,"@Dialogo_es @FuerzasMilCol si asesinar mujeres embarazadas , bombardear niños y sacar los ojos a estudiantes, pero con los actores armados si son cagado no a otro perro con ese hueso",NO,YES,0.4918379234087541,0.5081620765912459,0.5081620765912459
300070,es,"@xCaptainBolton — Siguió ese beso, que fue corto y rápido pero siempre con mucho sentimiento, lo que no faltaba entre ellos.—¿Te imaginas? Como para pasar por un sitio de hiedra y que nos empiece a picar todo el cuerpo.— La imagen no era nada atractiva, la de Troy desnudo por supuesto +",NO,YES,0.4098402393337496,0.5901597606662504,0.5901597606662504
300073,es,"@betty47866399 No te debes avergonzar, es un trabajo digno. Y si te dicen lo contrario es por que no saben valorar lo que hace el resto.",NO,YES,0.305082421117854,0.694917578882146,0.694917578882146
300075,es,"@Solateras33 @tarari_q_t_lei @RealDonBernabeu Vamos, que estamos justificando esto? No creo no, evidentemente, es mejor prevenir que curar, pero creo que esto debería avergonzar a todo Atlético, al igual que me pasaría a mi con mi Real Madrid, menos mal que mis buenos amigos atléticos, no son asi",NO,YES,0.4928532386271828,0.5071467613728172,0.5071467613728172
300083,es,"#EnVivo Conferencia ""Barreras invisibles para madres trabajadoras"", impartida por la Mtra. Virginia Shaday Gutiérrez León https://t.co/a0I792uYSb @diigeBUAP @BUAPoficial",YES,NO,0.7485843128687052,0.2514156871312948,0.7485843128687052
300085,es,"""hip dips are ok &lt;3"" y sube una foto de sus hip dips casi imperceptibles pero con el polo todo subido para que se le vea la cinturita, el culaso y su thigh gap XDDD body positivity mis pelotas :)",YES,NO,0.6561083573828685,0.3438916426171314,0.6561083573828685
300088,es,¡Que es estoooo! jajaja ay lo que me faltaba por ver jajajaEEUU da luz verde a las primeras bragas que protegen de infecciones durante el sexo oral https://t.co/0ih2l2L7Vw a través de @ABC_Sociedad,NO,YES,0.45745971568741606,0.5425402843125839,0.5425402843125839
300090,es,@dolumouri99 si e non vamos mencionar que sujeto me viu as bragas pola túa culpa😘,NO,YES,0.4041308518769524,0.5958691481230476,0.5958691481230476
300092,es,"📢@EITFood abre plazo para presentar candidaturas a su iniciativa ""Empowering Women in Agrifood"" que apoya #proyectos fundados por #mujeres con el objetivo de superar la #brecha de #género que existe en el sector #agroalimentario.➕ Info e inscripción 👇 https://t.co/sEVQenYnc7",NO,YES,0.45791668367411675,0.5420833163258832,0.5420833163258832
300097,es,"Brecha salarial de género, un reflejo de la sociedad. La visión de Fernanda Vicente y Desafío 10X.https://t.co/5N0pjf34F6 https://t.co/HLnt9T2ipG",YES,NO,0.6426346046838776,0.3573653953161224,0.6426346046838776
300103,es,@S0yWerita CalificaciónCara 100 más puntos extraCintura 100Caderas 100Chichis 85Promedio 99 por encima de cualquier dama tu si llegaste a la repartición de belleza a tiempo,YES,NO,0.5457255296034247,0.45427447039657526,0.5457255296034247
300105,es,@caderas_blancas Uhh que bajón menos mal que te tienen a vos!,NO,YES,0.3473108854063949,0.6526891145936051,0.6526891145936051
300109,es,Hoy en clases una chica se quejó con la profesora porque vino a dar el parcial sin dormir y que seguro le fue mal por eso.  Les juro que me empecé a cagar de risa atrás Mamita....lo que te espera,NO,YES,0.44574529819893116,0.5542547018010688,0.5542547018010688
300118,es,"@JManuelRivasV @esteusernomurio 1) A personas LGBT+ se las asesina por ello y x ser quienes son, por tanto, debería importarnos si la sexualidad e identidad es motivo de crímenes de odio.2) ☝️3) Si eres hombre, cisgénero y hetero, esos son privilegios.4) Ninguno, del mismo modo en q yo respondo a lo tuyo.",NO,YES,0.4053439408267834,0.5946560591732166,0.5946560591732166
300128,es,Marcelo me tiene llorando como una niña. Grande que te vas por la puerta correcta!!! Gracias por tanto 😭😭😭,NO,YES,0.33599006839176926,0.6640099316082307,0.6640099316082307
300129,es,Roma Hoito la fundadora del grupo sus nombres clave son: La Madre Astuta y Gypsy. Es una anciana a pesar de que luce como una niña y es Bikaku Kakuja rango SSS https://t.co/4ibFTZsGxn,NO,YES,0.39111508418267404,0.608884915817326,0.608884915817326
300131,es,"@shopaholic77777 @MeDicenPajita No olvidemos que Vania iba a mandar a la policía a Ticlio, o que le iba a quitar su trabajo, eso no es agresión verbal? Acaso a los policías no se le podía hablar como una señorita y en forma alterada? Y los pobres policía solo los intervinieron por quebrar los protocolos covid",NO,YES,0.3284115255136657,0.6715884744863343,0.6715884744863343
300142,es,¿Todavía no ha salido ningún tonto de izquierdas hablando de la cosificación del cuerpo femenino? https://t.co/CYY1F9aJEz,NO,YES,0.4374454969138776,0.5625545030861224,0.5625545030861224
300148,es,@HotEmma3 Sabroso culo... para reventarlo a vergazos corazón 🔥,YES,NO,0.6391302439310593,0.36086975606894073,0.6391302439310593
300149,es,"@suzidane_ Si es culo anduviera contigo, probablemente no serías el único que se lo anduviera comiendo.",YES,NO,0.5639807862625816,0.4360192137374183,0.5639807862625816
300150,es,"@Bautiicapitani Uno te pregunta preocupado, y el culo parado no saluda por la calle. Mala persona",YES,NO,0.6163481309292889,0.38365186907071114,0.6163481309292889
300151,es,¿Cómo puedes amenazar de violar a alguien y quedar impune? BASTA! La cultura de la violación tiene podrida a la sociedad. https://t.co/ED2P9ONtVs,YES,NO,0.6346314510361524,0.36536854896384763,0.6346314510361524
300156,es,Te das cuenta que creciste cuando en vez de alegrarte por un celu nuevo te preocupas por como vas a hacer pagar las cuotas,NO,YES,0.3666453510304515,0.6333546489695485,0.6333546489695485
300157,es,"@antituco4ever @CesarAcunaP @UCV_Peru Termino de leer la cagada de la Asamblea Chilena. Nueva constitución pura mierda...   ""Democracia paritaria. El Estado reconoce y promueve una sociedad en la que mujeres, hombres, diversidades y disidencias sexogenéricas participen en condiciones de igualdad sustantiva""",YES,NO,0.6467295091676935,0.3532704908323065,0.6467295091676935
300158,es,"@NiUnaMenosChile Es una joda misogina, un insulto hablar de democracia paritaria cuando no tienen idea quién es mujer y nos borraron judicialmente a un estado mental o un ""alma"".",YES,NO,0.5564934596377789,0.4435065403622211,0.5564934596377789
300159,es,Conceptos del “experimento constitucional” de dudosa definición:🤡👀🫣- Igualdad sustantiva.- Empresas semipúblicas.- Grupos históricamente excluidos.- Enfoque de género.- Medidas afirmativas.- Criterio de proporcionalidad.- Democracia paritaria.- Maritorio.#rechazo,YES,NO,0.7401130005573804,0.25988699944261967,0.7401130005573804
300160,es,"@BalbontinCas @BalbontinCas Me arrepiento de haber contestado a su tuit. No porque simpatice con Vox. Si no por haber leído un tuit, donde se demuestra la falta de sensibilidad, y sentido común. Literal: Entre la baja maternal, la regla, la depresión posparto. Hilo",YES,NO,0.6162316824846477,0.38376831751535234,0.6162316824846477
300163,es,"@dianama46158538 Claro que recuerdo este episodio triste y desalmado y atros cometido por las Farc los mismos que hoy se pavonean como honorables en el senado y hasta dan catedra de derechos humanos.Hechos que los jovenes ignoran y se niegan a creer, incluso alaban esa caterva de asesinos.",NO,YES,0.4256410590648452,0.5743589409351548,0.5743589409351548
300167,es,"En la platica “Balance Histórico de los Derechos Sexuales y Reproductivos de las mujeres de la CDMX” organizado por la Secretaria Estatal de Mujeres Morena CDMX, muy contenta de compartir este tipo de actividades con mujeres organizadas, fuertes, valientes, comprometidas. https://t.co/kDSPhfboIj",NO,YES,0.32748600635524294,0.6725139936447571,0.6725139936447571
300169,es,"""Discriminación indirecta por razón de sexo: Tener el distintivo «Igualdad en la Empresa» no significa que una empresa no pueda incurrir en prácticas discriminatorias""#igualdad#planesdeigualdadVia @SincroAsesores #LACTANDOENDIVERSOhttps://t.co/QeIrY6LxaO",YES,NO,0.5165873701877868,0.48341262981221317,0.5165873701877868
300170,es,@carlosclavijo22 Se puede opinar de la ley que incentiva la contratación de hombres? Se llama discriminación indirecta. Quien hace esa ley tiene un desconocimiento total del mercado laboral.,YES,NO,0.6019129200477564,0.3980870799522435,0.6019129200477564
300175,es,"No tengo palabras,horrible y x desgracia hay tantos padres así todavía hoy.Siempre he defendido los derechos d mi hija a una vida plena,incluso cuando no estaba d moda. “Mis padres me esterilizaron con 18 años mediante manipulaciones” https://t.co/UTJeyX6TkW vía @elsaltodiario",YES,NO,0.6833145438112594,0.31668545618874056,0.6833145438112594
300178,es,"En #CLM trabajamos cada día para romper el ‘glass celling’. También en el medio rural donde existe una doble discriminación. Por eso nuestra Ley del Estatuto de las Mujeres Rurales, pionera en España. Impulsando su #empoderamiento ✉️ Hoy, en #cartasaladirectora @elpais_espana https://t.co/pVUkhQ3a8F",YES,NO,0.5410907018461518,0.4589092981538482,0.5410907018461518
300179,es,"Esta población sufre doble discriminación por ser indígenas y migrantes, quienes llegan principalmente del sur del país, a lo que se suma el trabajo infantil que no se ha erradicado y la falta de apoyos https://t.co/2IK5fRSmul",NO,YES,0.4968880530384021,0.5031119469615979,0.5031119469615979
300180,es,"@aspergeralos40 Entiendo tu situación y tu cabreo es comprensible totalmente, pero lo q dices no es discriminación positiva. Y sinceramente, veo complicado q eso q cuentas sea así al 100%. Soy mujer con discapacidad y he sufrido la doble discriminación toda mi vida.",YES,NO,0.5529996221178571,0.44700037788214286,0.5529996221178571
300191,es,"@Cristina_Coach @Dillita1 @lapropriaWinter @Alex_con_3X ¿Usted acaso vio a Ruiz Cortines saliendo a militar con movimientos feministas? Promulgó una ley que amparó un derecho para las mujeres, no era ningún feminista. Una cosa no tiene nada que ver con la otra. Usted es quien no entiende que el feminismo es un movimiento político.",NO,YES,0.21214994740039306,0.7878500525996069,0.7878500525996069
300202,es,@Kazucosowo Darte muy muy duro en esa ropita de enfermera y correrme en esa carita de pervertida 💖,YES,NO,0.5093832000010743,0.49061679999892566,0.5093832000010743
300203,es,@Isabeldiazc92 Ah claro porque ser enfermera no es un trabajo importante pero lo que hace ella si lo es...,NO,YES,0.38453339037934986,0.6154666096206501,0.6154666096206501
300206,es,"@soyeldegafitas @Alex_Marimba @dalzate @latrophie https://t.co/jjeX7Y5magAnalicemos la originalidad de las lineas:1) Entender a las mujeres. Trillado2) Aguacate maduro: Trilla3) Cilantro por perenjil: es hasta un meme4) Lecha entera5) La abuelita pasa plata como pasando droga es un meme6) Mascotas: original, sinsentido",NO,YES,0.14106823344977237,0.8589317665502276,0.8589317665502276
300207,es,"@nabellalucia No joda yo tengo como 5 mejores amigas y de pana nunca nos hemos comido. Ella son sabiduría pura para entender a las mujeres, nos enseñan trucos para conquistar y evitar peos.",NO,YES,0.32733538794176265,0.6726646120582374,0.6726646120582374
300208,es,@felipekast @camilaemiliasv En total delirio esta tipa quiere legalizar el terrorismo. ¿Y esta escoria quiere definir los destinos de Chile? Permitirlo es de anti chilenos.,YES,NO,0.6354101328132664,0.36458986718673364,0.6354101328132664
300209,es,"@tatisabini Cual la fascinación de ustedes por asesinos, ladrones y dictadores? 🤔No habla mal de ellos que son escoria, pero habla muy mal de ustedes sus seguidores: gente resentida, mediocre, sin rumbo que necesita de un líder de pacotilla.",NO,YES,0.480373565112756,0.519626434887244,0.519626434887244
300212,es,"@Eganbernal Que decepción este man. Pero bueno sea un estereotipo o no, dicen que los deportistas son brutos, y pues...",NO,YES,0.41293342768946184,0.5870665723105382,0.5870665723105382
300213,es,"Yo se que el estereotipo de chaval que usa una espada más grande que él es muy poco realista pero y lo cool que queda qué pasa, eh, como justificas eso",NO,YES,0.40024040022245,0.59975959977755,0.59975959977755
300214,es,@soyyokarim11 @Joeluscommunis Lelos como tú que se piensan que los dibujos animados de hace 40 años están hechos para promocionar estereotipos de género,NO,YES,0.3160812986720345,0.6839187013279655,0.6839187013279655
300215,es,@ParticipaH no no es si solo es cuando no te apegas a los estereotipos de género,NO,YES,0.36718136895456144,0.6328186310454386,0.6328186310454386
300220,es,"👉🏼Corrección: La @UESoficial, pese que es una institución pública, no cuenta con Unidad de Género. La instancia a la que señalamos de inacción es el Centro de Estudios de Género.",YES,NO,0.5041833331499155,0.49581666685008446,0.5041833331499155
300223,es,"@lorenmontalvo Depende si te refieres a identidad de género, sexo biológico ,o expresión de género. Fajese a estudiar antes de apoyar sectores que sólo escupen ignorancia.",YES,NO,0.5569599631140361,0.44304003688596394,0.5569599631140361
300224,es,"Se tiene que dejar de premiar la masculinidad, aparte, el programa va sobre el talento de las drags, no sobre la expresión de genero de nadie, el pit crew es secundario y es que ni eso https://t.co/myKBDfDlph",YES,NO,0.6103624395233918,0.3896375604766083,0.6103624395233918
300226,es,"Es de sabios reconocer las derrotas eso no quiere decir que siga teniendo la frente muy alta, la lengua muy larga y la falda muy corta (Gracias maestro Sabina) #BuenosDías 😂😂😂 https://t.co/DsclRsZJIk",NO,YES,0.29325884830631743,0.7067411516936826,0.7067411516936826
300230,es,ya conseguí mi hoddie ahora afalta la falda y voy a ser la mujer más feliz en el mundo,NO,YES,0.4343819963075226,0.5656180036924774,0.5656180036924774
300231,es,"Soy ingeniera civil y vengo con short, falda, jeans rotos y crop top a trabajar, y todo normal, no me queda mejor el diseño si vengo de traje https://t.co/gbnnZuyS3c",YES,NO,0.6802528920098019,0.3197471079901981,0.6802528920098019
300233,es,Ojalá algún día llegue en dónde la vigorexia en los varones se haga tan viral al igual que los TCA restantes y el falocentrismo u.u,YES,NO,0.5590710251907121,0.440928974809288,0.5590710251907121
300237,es,"@LadyAkhbar Hasta a mi que soy un homófobo y un falso aliado, además de un iletrado en el tema trans, me resulta tránsfobo y de vergüenza ajena leer eso",YES,NO,0.7055948486997152,0.29440515130028483,0.7055948486997152
300242,es,"@ghitis @MariaFdaCabal Barranquilla, esto si es arte del bueno, fea resentida van a perder con la ayuda de Dios https://t.co/MbaqZd33Ui",YES,NO,0.7447143392918474,0.25528566070815256,0.7447143392918474
300243,es,Ando mas relajado que papá con hija fea por que no salgo en estos tik toks😮‍💨,YES,NO,0.572048354496405,0.42795164550359505,0.572048354496405
300247,es,"@MovCiudadanoNL El Fiscal Guerrero tiene razón,la @FiscaliaNL es la responsable de investigar los delitos feminicidio, desaparicion,etc.:y el gobernador @samuel_garcias es el responsable de garantizar q estos hechos NO sucedan,pues por mandato de ley es el responsable de nuestra seguridad.",YES,NO,0.5581474605040371,0.441852539495963,0.5581474605040371
300250,es,"@Sudameris000 Pero lo que quiero enfatizar es que esa parte del relato es más para los culposos palermitanos, y no para el grueso de votantes.Y que ya pasó de moda, de hecho, ahora están con el feminismo, el lenguaje inclusivo y todo eso. ""La dictadura"" ya pasó de moda.",YES,NO,0.7048633788536269,0.295136621146373,0.7048633788536269
300251,es,#Feminismo#VindicamosPara ver más sobre la Historia de las Mujeres:https://t.co/XwfmTmrCp6,NO,YES,0.28311633730497776,0.7168836626950222,0.7168836626950222
300259,es,@EduAguirre7 Periodismo de pandereta y voceros sin indocumentados... ahora viene el despecho...jajajajajajaja..no me quieres..te llamo golfa. https://t.co/ExFHtP1KgF,YES,NO,0.5268813970567731,0.47311860294322694,0.5268813970567731
300266,es,"@MexaSK8 @RicardoGucetti @LaColoniaJuarez @Taquearte @LaRomaDF @OHarfuch @Comitejuarez @C5_CDMX @UCS_GCDMX @SSC_CDMX @SSaludCdMx @OVIALCDMX @CDMX_SIBISO @AlcCuauhtemocMx @lajuarezDF @DTJSR_AlcCuau Agreden sin ninguna razón. A mi amiga, una señora indigente la golpeó sin razón. Pasamos junto a ella, estábamos platicando, y sin razón alguna le dio un gran golpe en el pecho. Luego, empezó a gritar y manotear.",YES,NO,0.5888263780232421,0.41117362197675794,0.5888263780232421
300268,es,@BotR4N @LeGaster1 XDNo te burles de mi gorda https://t.co/IZe6oRiN52,YES,NO,0.7473547056006431,0.25264529439935696,0.7473547056006431
300271,es,"NO INSULTES“0,2 segundos despues” PEDAZO GUARRA PUTA VAGA GILIPOLLAS https://t.co/4p9PrDvCuU",YES,NO,0.5222239080724749,0.4777760919275252,0.5222239080724749
300278,es,Empoderamiento o hembrismo en los años 60s 🥴🥴 https://t.co/QBXeAxWXBz,YES,NO,0.7398274480614335,0.26017255193856653,0.7398274480614335
300282,es,"@Uecomva @Maria78816166 @isaac_vivancos @Herzogoff De la misma forma que les va muy bien  UK, Suecia, Noruega, Holanda, Dinamarca o Japón que si tienen esa figura, el que fijó  no es imparcial es un presidente que es elegido por su ideario político...",NO,YES,0.2991402768933594,0.7008597231066406,0.7008597231066406
300286,es,"@darwingonzalezp @UEenVenezuela @tupais_plural @NLinVenezuela @ConsEspCaracas Que ridiculez, ese deseo desesperado de sobresalir siempre, si quieren hablar de igualdad que dejen de darle tratos especiales, o es que hay que poner bandera de todas las tendencias, creencias, etc.Por Dios se acepta, se respeta pero no hay que rendirle pleitesía, basta",NO,YES,0.35387546658606617,0.6461245334139338,0.6461245334139338
300289,es,@pablo_majluf La reacción de estos personajes (incluída Denisse) prueba que les pegaste dónde duele: el cheque. Ella incluso mencionó que es lo que imparte a sus estudiantes en las escuelas de élite en las que enseña. Que nadie les toque el negocito de la desigualdología e interseccionalidad.,NO,YES,0.39523751821968134,0.6047624817803187,0.6047624817803187
300291,es,Si tu revolución no reconoce la interseccionalidad y el hecho de que la exclusión no ha sido uniforme sino que ha sido más profunda dependiendo de otros motivos como el género o color de piel no la quiero,YES,NO,0.5831162597641428,0.4168837402358572,0.5831162597641428
300303,es,Me perdonas pero hay mucha lagartona que me quiere bajar a mi CasiNovio tuitero.😒😑💔 https://t.co/pxY2b18iiw,YES,NO,0.5096357170966599,0.4903642829033401,0.5096357170966599
300310,es,@tuyomiespiritu A las mujeres de hoy en día no les gusta eso… he pasado malos ratos por ser así,NO,YES,0.19913836984661837,0.8008616301533816,0.8008616301533816
300315,es,"@IreneMontero @IreneMontero, efectivamente.. las mujeres no deben de ser discriminadas salarialmente por pertenecer a cuerpos policiales de otras comunidades, localidades, etc.",NO,YES,0.14258854074191607,0.8574114592580839,0.8574114592580839
300322,es,"@Helen_de_troya Las mujeres son de venus, los hombres de marte; no habían cerrado ya ese antro (por biologicista y obsoleto)?",NO,YES,0.14964407446309547,0.8503559255369045,0.8503559255369045
300334,es,@FerMengucci Desafortunadamente por cultura el machismo y sus inseguridades se reflejan en agresión y misoginia. Digan lo que quieran la realidad habla por sí misma. Me eduqué en un ambiente lleno de mujeres. Eso no me hace homosexual. Soy heterosexual con gran empatía hacia las mujeres.,NO,YES,0.20140471512518265,0.7985952848748173,0.7985952848748173
300340,es,por q los manes se tienen q sentar con las piernas abiertaaas recógete amigo invades mi espacio manspreading en todo su esplendor,NO,YES,0.4611768067586325,0.5388231932413675,0.5388231932413675
300341,es,"Adoro las fotos pero están usando mal el término, el manspreading no es solo sentarse con las piernas abiertas. :/ https://t.co/EMrpmRrSdD",NO,YES,0.3816568189215833,0.6183431810784167,0.6183431810784167
300345,es,@FlorenciaLagosN Andate a cuba yo te pago los pasajes.. anda a vivir para alla marimacho.. mandame la cta y el valor para el pasaje de ida....,YES,NO,0.6692393387593956,0.3307606612406045,0.6692393387593956
300358,es,@Taiytotsuki1 Me gustaría follar más pero es que los bonsais me quitan mucho tiempo.,NO,YES,0.4074455465783665,0.5925544534216335,0.5925544534216335
300368,es,"Hay tantas weas horribles asociadas a embarazarse que nadie explica, y la gente dice que no hay misoginia en la salud",YES,NO,0.5163266970697268,0.4836733029302732,0.5163266970697268
300382,es,"@Causa1936 Pues un crack la chica, eso sí  es una mujer empoderada: a las bravas y contracorriente",NO,YES,0.35935245676913774,0.6406475432308623,0.6406475432308623
300384,es,@Expresoec Todo es mejor que quedarse en ecuador bien por ella!!! Todo el éxito del mundo Denisse mujer empoderada 💪,NO,YES,0.41090955323469325,0.5890904467653068,0.5890904467653068
300389,es,"@petrogustavo Mujer libre y un ser pensante, con grandes características... ✊💜🇨🇴No queremos patriarcados en el poder.....",YES,NO,0.5999665409255006,0.4000334590744994,0.5999665409255006
300390,es,"@fcpa1606 @dortega_g @escplus_es La canción la han compuesto hombres que la han colocado ahí, han creado un producto eurovisivo, y hasta el vestuario lo ha diseñado uno, osea que de mujer libre que hace lo que de la gana tiene poco",NO,YES,0.4345531620012977,0.5654468379987023,0.5654468379987023
300398,es,Jajaja infórmate machote!!!!Igual influye más esto que permiten tus amigos del Gobierno que se ponga en los libros de texto de primaria y secundaria!!Mujer = sumisa y dependiente Hombre = agresivo y cruelVaya tela con VOX y con VAX!!!! https://t.co/gSR67Pd8RB https://t.co/Q9qBctxyBM,YES,NO,0.5936567217719959,0.4063432782280041,0.5936567217719959
300401,es,"@ConotoLlanero Sin palabras, suerte y fuerza para esa mujer y a usted un abrazo por hacernos partícipes de esta experiencia que te hace hasta llorar de solo leerlo.",NO,YES,0.33565464411762,0.66434535588238,0.66434535588238
300402,es,"@Sassizavala Sassi una hermosura de mujer,saludame soy tu fan ☺",NO,YES,0.2760238084775324,0.7239761915224676,0.7239761915224676
300403,es,"En el marco de la celebración del Día de la Madre, el @CAMSanSalvador, rindió homenaje a las mujeres que forman parte de las diferentes unidades especializadas y distritos. https://t.co/CElKknXamy",NO,YES,0.38654682269933727,0.6134531773006627,0.6134531773006627
300406,es,"Este proverbio nos recuerda que muchas veces es aún más honorable que un hombre deje de esforzarse en esa práctica.En muchas circunstancias se necesita un hombre de honor para detener la contienda, pero cualquier insensato puede comenzar la contienda y continuarla.👇",NO,YES,0.3120597289388283,0.6879402710611717,0.6879402710611717
300409,es,@zulueta23 En manos de MarlasKon y la nenaza feministoide de Sanchez ...qué coño van a hacer ..Irse a otro sitio mas serio.,YES,NO,0.509838190552661,0.49016180944733906,0.509838190552661
300413,es,"Es que me tengo que reír cada vez que una niñata critica a los que tenemos 20 y pico porque nosotros podemos permitirnos los álbumes y conciertos que queramos, mientras que ellos dependen de sus padres y si aprueban los exámenes de cono 😭 https://t.co/yD72df2TcS",YES,NO,0.5123585861424746,0.4876414138575254,0.5123585861424746
300414,es,"https://t.co/IBe7WFRhYqComo guionista de esta obra de arte quiero pediros a todos que lo veáis y me deis vuestra sincera opinión, menos la de Laura que es una niñata envidiosa que no ha dado un palo al agua en su vida",YES,NO,0.5513956715794375,0.4486043284205626,0.5513956715794375
300415,es,"Algunos hombres me quitan la esperanza de seguir pensando “no todos los hombres son iguales”, pero es que salen con la misma mierdita",NO,YES,0.4984560432599713,0.5015439567400287,0.5015439567400287
300417,es,"@SosAtrevidita Por un lado no todos los hombres tenemos los mismos niveles de testosterona, pero seguro mas q una mujer, y por otro es un factor, tbn esta la educación, infancia, entorno, referentes masculinos, predisposicion genética, trastornos mentales, etc",YES,NO,0.508598737140139,0.49140126285986097,0.508598737140139
300423,es,Pero este no es un shonenEs mahou shoujo y cómo no es lo suficientemente femenino para ser chica mágica y no lo suficiente masculino para ser Tuxedo se jode que (? https://t.co/eT7pZDyXwn,NO,YES,0.44620497542747717,0.5537950245725228,0.5537950245725228
300428,es,@Martuuuuu01 tip 1: no pedir tips para ser una chica de calle,YES,NO,0.5912954000765142,0.40870459992348585,0.5912954000765142
